subject,relation,object,pattern,source_url
Julio Velasco,leave_in,1996,verb+prep,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
Julio Velasco,leave,the Italian National Men's Team,subj-verb-obj,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
Velasco,create_in,1989-1996,verb+prep,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
Velasco,create,Golden Team,subj-verb-obj,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
The United States Volleyball Association,form_in,1927,verb+prep,https://en.wikipedia.org/wiki/United_States_men%27s_national_volleyball_team
U.S.,return_in,the 1980s,verb+prep,https://en.wikipedia.org/wiki/United_States_men%27s_national_volleyball_team
U.S.,compete_at,the World Cup,verb+prep,https://en.wikipedia.org/wiki/United_States_men%27s_national_volleyball_team
U.S.,win,the World Cup,subj-verb-obj,https://en.wikipedia.org/wiki/United_States_men%27s_national_volleyball_team
Japan,win_at,the Tokyo 1964 Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team
FIVB,consider,Russia,subj-verb-obj,https://en.wikipedia.org/wiki/Russia_men%27s_national_volleyball_team
The USSR Volleyball Federation,join_in,1948,verb+prep,https://en.wikipedia.org/wiki/Russia_men%27s_national_volleyball_team
The USSR Volleyball Federation,join,FIVB,subj-verb-obj,https://en.wikipedia.org/wiki/Russia_men%27s_national_volleyball_team
Argentina,win_at,the South American Men's Volleyball Championships,verb+prep,https://en.wikipedia.org/wiki/Argentina_men%27s_national_volleyball_team
The Argentine Volleyball Federation,create_in,1932,verb+prep,https://en.wikipedia.org/wiki/Argentina_men%27s_national_volleyball_team
Serbia,win_at,the Summer Olympics,verb+prep,https://en.wikipedia.org/wiki/Serbia_men%27s_national_volleyball_team
the Olympic Committee of Serbia,do_in,2010,verb+prep,https://en.wikipedia.org/wiki/Serbia_men%27s_national_volleyball_team
The Serbian/Yugoslav Volleyball Federation,found_in,1946,verb+prep,https://en.wikipedia.org/wiki/Serbia_men%27s_national_volleyball_team
Serbia,become_in,2019,verb+prep,https://en.wikipedia.org/wiki/Serbia_men%27s_national_volleyball_team
Cuba,win_in,Summer Olympics,verb+prep,https://en.wikipedia.org/wiki/Cuba_men%27s_national_volleyball_team
Central American and Caribbean Games,defect_After,2001,verb+prep,https://en.wikipedia.org/wiki/Cuba_men%27s_national_volleyball_team
Central American and Caribbean Games,defect_from,Cuba,verb+prep,https://en.wikipedia.org/wiki/Cuba_men%27s_national_volleyball_team
Slovenia,lose_to,France,verb+prep,https://en.wikipedia.org/wiki/Slovenia_men%27s_national_volleyball_team
Gregor Ropret,select_in,the All Star Team,verb+prep,https://en.wikipedia.org/wiki/Slovenia_men%27s_national_volleyball_team
The United States,defeat,Italy,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament
IOC,announce_on,24 March 2020,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_tournament
the 2020 Summer Olympics,delay_to,2021,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_tournament
Japan,win_in,1972,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Italy,rise_in,later decades,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Karch Kiraly,push,the United States,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Brazil,upset,Unified Team,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Italy,fare_at,Olympics,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Serbia,beat_in,2000,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Serbia,beat,Russia,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
United States,beat,Brazil,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Italy,defeat,Bulgaria,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Japan,come_in,1976,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
Brazil,secure_in,2012,verb+prep,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
The United States,defeat,Netherlands,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
the United States,face,Brazil,subj-verb-obj,https://en.wikipedia.org/wiki/Volleyball_at_the_Summer_Olympics
N'Gapeth,bear_in,Saint-Raphaël,verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,begin_in,the 2008–09 season,verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,win,the Italian Cup,subj-verb-obj,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,expel_during,the World Championship,verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,compete_at,the World Championship,verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
the Court of Appeal,acquit,N'Gapeth,subj-verb-obj,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,arrest_in,Belo Horizonte,verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,name_after,"Earvin ""Magic"" Johnson",verb+prep,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
N'Gapeth,support,Paris Saint-Germain,subj-verb-obj,https://en.wikipedia.org/wiki/Earvin_N%27Gapeth
León,bear_in,Santiago de Cuba,verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,bear_on,"July 31, 1993",verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,live_in,Poland,verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,debut_on,"May 24, 2008",verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,debut_in,Düsseldorf,verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
Cuba,win_at,the 2010 World Championship,verb+prep,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,leave,Cuba,subj-verb-obj,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
León,join,SIR Safety Perugia,subj-verb-obj,https://en.wikipedia.org/wiki/Wilfredo_Le%C3%B3n
Abdel-Aziz,make_in,2011,verb+prep,https://en.wikipedia.org/wiki/Nimir_Abdel-Aziz
Abdel-Aziz,make_against,Belgium,verb+prep,https://en.wikipedia.org/wiki/Nimir_Abdel-Aziz
Abdel-Aziz,bear_in,Netherlands,verb+prep,https://en.wikipedia.org/wiki/Nimir_Abdel-Aziz
Giba,retire_at,the age of 37,verb+prep,https://en.wikipedia.org/wiki/Giba
Giba,debut_for,the Brazilian National Team,verb+prep,https://en.wikipedia.org/wiki/Giba
Giba,debut_at,the age of 18,verb+prep,https://en.wikipedia.org/wiki/Giba
Giba,debut_in,1995,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,qualify_to,the World Grand Champions Cup,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,qualify_in,1997,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,come_in,the 1998 World Championship,verb+prep,https://en.wikipedia.org/wiki/Giba
The following years,describe_as,the Golden Era,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,take_on,Italy,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,face,Serbia,subj-verb-obj,https://en.wikipedia.org/wiki/Giba
the Brazilian Team,lose_to,Russia,verb+prep,https://en.wikipedia.org/wiki/Giba
Brazil,consider_in,the 2000s,verb+prep,https://en.wikipedia.org/wiki/Giba
Giba,bear_in,Londrina,verb+prep,https://en.wikipedia.org/wiki/Giba
Giba,celebrate,Olympic day,subj-verb-obj,https://en.wikipedia.org/wiki/Giba
Giba,select_in,2016,verb+prep,https://en.wikipedia.org/wiki/Giba
Kurek,take_in,Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Kurek,bear_in,Wałbrzych,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Kurek,leave,PGE Skra Bełchatów,subj-verb-obj,https://en.wikipedia.org/wiki/Bartosz_Kurek
Lube,win,the Italian Super Cup,subj-verb-obj,https://en.wikipedia.org/wiki/Bartosz_Kurek
Poland,take_in,the European Championship,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Kurek,go_to,Japan,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Kurek,be_at,the Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Poland,lose_to,Russia,verb+prep,https://en.wikipedia.org/wiki/Bartosz_Kurek
Anderson,bear_in,Buffalo,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,attend,Pennsylvania State University,subj-verb-obj,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Zenit Kazan,win,the Russian Championship,subj-verb-obj,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,return_to,Modena Volley,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,return_for,the 2019–20 season,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,play_for,Ziraat Bankasi,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,be_since,2008,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,marry_in,2020,verb+prep,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Anderson,marry,Jackie Gillum,subj-verb-obj,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball)
Brazil,win_at,the FIVB World Cup,verb+prep,https://en.wikipedia.org/wiki/Bruno_Rezende
Brazil,finish_at,the World League,verb+prep,https://en.wikipedia.org/wiki/Bruno_Rezende
Brazil,win_in,the American Championship,verb+prep,https://en.wikipedia.org/wiki/Bruno_Rezende
Christenson,bear_in,Honolulu,verb+prep,https://en.wikipedia.org/wiki/Micah_Christenson
Christenson,bear_to,Charlene Christenson,verb+prep,https://en.wikipedia.org/wiki/Micah_Christenson
Russia,win_at,the 2008 Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Maxim_Mikhaylov
Mikhaylov,name_at,the 2012 Olympics,verb+prep,https://en.wikipedia.org/wiki/Maxim_Mikhaylov
Mikhaylov,join,Zenit Kazan,subj-verb-obj,https://en.wikipedia.org/wiki/Maxim_Mikhaylov
Atanasijević,take_in,Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Aleksandar_Atanasijevi%C4%87
Conte,win_at,the Olympic Games Tokyo 2020,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Facundo,bear_in,Vicente López,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
"Career
Conte",make_during,the U19 World Championship,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Conte,take_in,World League,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Argentina,finish_at,the U21 World Championship,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Conte,participate_in,the World League,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Conte,win_in,Pan American Games,verb+prep,https://en.wikipedia.org/wiki/Facundo_Conte
Leal,play,four years,subj-verb-obj,https://en.wikipedia.org/wiki/Yoandy_Leal
Leal,leave_in,2010,verb+prep,https://en.wikipedia.org/wiki/Yoandy_Leal
Leal,leave,Cuba,subj-verb-obj,https://en.wikipedia.org/wiki/Yoandy_Leal
Leal,sign_with,Sada Cruzeiro,verb+prep,https://en.wikipedia.org/wiki/Yoandy_Leal
Leal,start_in,2013,verb+prep,https://en.wikipedia.org/wiki/Yoandy_Leal
Juantorena,bear_in,Santiago de Cuba,verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
Osmany Juantorena,become_on,"May 3, 2013",verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
SuperCup,follow_in,2014,verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
Juantorena,storm_from,from 2003 up to 2006,verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
Juantorena,storm_with,Cuba,verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
Juantorena,join_in,2015,verb+prep,https://en.wikipedia.org/wiki/Osmany_Juantorena
Simón,be_with,Piacenza,verb+prep,https://en.wikipedia.org/wiki/Robertlandy_Sim%C3%B3n
Al Rayyan,win,Club World Championship,subj-verb-obj,https://en.wikipedia.org/wiki/Robertlandy_Sim%C3%B3n
Simon,join_in,2016,verb+prep,https://en.wikipedia.org/wiki/Robertlandy_Sim%C3%B3n
Simon,join,Sada Cruzeiro,subj-verb-obj,https://en.wikipedia.org/wiki/Robertlandy_Sim%C3%B3n
Trentino Volley,found_on,23 May 2000,verb+prep,https://en.wikipedia.org/wiki/Trentino_Volley
Trentino Volley,defeat,Piacenza,subj-verb-obj,https://en.wikipedia.org/wiki/Trentino_Volley
Trento,defeat,Iraklis Thessaloniki,subj-verb-obj,https://en.wikipedia.org/wiki/Trentino_Volley
Trentino Volley,unveil_on,4 July 2022,verb+prep,https://en.wikipedia.org/wiki/Trentino_Volley
Resovia,establish_in,1937,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,take_in,the CEV Challenge Cup,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,compete_in,CEV Champions League,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,reach,the Final Four,subj-verb-obj,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,beat,PGE Skra Bełchatów,subj-verb-obj,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Skra,lose_than,Resovia,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
ZAKSA Kędzierzyn-Koźle,beat,Resovia,subj-verb-obj,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Roberto Serniotti,announce_on,11 May 2017,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,take_in,the 2017–18 CEV Cup,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Resovia,take_in,Club World Championship,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Krzysztof Ignaczak,resign_on,14 February 2020,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
Emanuele Zanini,remain_until,the end of the season,verb+prep,https://en.wikipedia.org/wiki/Resovia_(volleyball)
FIVB,found_in,France,verb+prep,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
FIVB,found_in,April 1947,verb+prep,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
India,beat,Japan,subj-verb-obj,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
FIVB,move_from,Paris,verb+prep,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
FIVB,move_to,Lausanne,verb+prep,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
Wei Jizhong,take_during,World Congress,verb+prep,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball
